account_id,metric_time,tenure_metric,count_unscaled,scaling,unfriend_28avg_84obs
17,2020-03-29,78.0,1,0.358974358974359,0.358974358974359
17,2020-04-05,85.0,1,0.3333333333333333,0.3333333333333333
17,2020-04-12,92.0,1,0.3333333333333333,0.3333333333333333
17,2020-04-19,99.0,1,0.3333333333333333,0.3333333333333333
17,2020-04-26,106.0,1,0.3333333333333333,0.3333333333333333
17,2020-05-03,113.0,1,0.3333333333333333,0.3333333333333333
17,2020-05-10,120.0,1,0.3333333333333333,0.3333333333333333
18,2020-05-03,103.0,1,0.3333333333333333,0.3333333333333333
18,2020-05-10,110.0,1,0.3333333333333333,0.3333333333333333
20,2020-02-09,17.0,1,1.6470588235294117,1.6470588235294117
20,2020-02-16,24.0,1,1.1666666666666667,1.1666666666666667
20,2020-02-23,31.0,1,0.9032258064516129,0.9032258064516129
20,2020-03-01,38.0,1,0.7368421052631579,0.7368421052631579
20,2020-03-08,45.0,1,0.6222222222222222,0.6222222222222222
20,2020-03-15,52.0,1,0.5384615384615384,0.5384615384615384
20,2020-03-22,59.0,1,0.4745762711864407,0.4745762711864407
20,2020-03-29,66.0,1,0.42424242424242425,0.42424242424242425
20,2020-04-05,73.0,1,0.3835616438356164,0.3835616438356164
20,2020-04-12,80.0,2,0.35,0.7
20,2020-04-19,87.0,1,0.3333333333333333,0.3333333333333333
20,2020-04-26,94.0,1,0.3333333333333333,0.3333333333333333
20,2020-05-03,101.0,1,0.3333333333333333,0.3333333333333333
20,2020-05-10,108.0,1,0.3333333333333333,0.3333333333333333
21,2020-02-16,20.0,1,1.4,1.4
21,2020-02-23,27.0,1,1.037037037037037,1.037037037037037
21,2020-03-01,34.0,1,0.8235294117647058,0.8235294117647058
21,2020-03-08,41.0,1,0.6829268292682927,0.6829268292682927
21,2020-03-15,48.0,1,0.5833333333333334,0.5833333333333334
21,2020-03-22,55.0,1,0.509090909090909,0.509090909090909
21,2020-03-29,62.0,1,0.45161290322580644,0.45161290322580644
21,2020-04-05,69.0,1,0.4057971014492754,0.4057971014492754
21,2020-04-12,76.0,2,0.3684210526315789,0.7368421052631579
21,2020-04-19,83.0,2,0.3373493975903614,0.6746987951807228
21,2020-04-26,90.0,2,0.3333333333333333,0.6666666666666666
21,2020-05-03,97.0,2,0.3333333333333333,0.6666666666666666
21,2020-05-10,104.0,1,0.3333333333333333,0.3333333333333333
22,2020-04-26,115.0,1,0.3333333333333333,0.3333333333333333
22,2020-05-03,122.0,1,0.3333333333333333,0.3333333333333333
22,2020-05-10,129.0,1,0.3333333333333333,0.3333333333333333
23,2020-03-22,59.0,1,0.4745762711864407,0.4745762711864407
23,2020-03-29,66.0,1,0.42424242424242425,0.42424242424242425
23,2020-04-05,73.0,1,0.3835616438356164,0.3835616438356164
23,2020-04-12,80.0,1,0.35,0.35
23,2020-04-19,87.0,1,0.3333333333333333,0.3333333333333333
23,2020-04-26,94.0,1,0.3333333333333333,0.3333333333333333
23,2020-05-03,101.0,1,0.3333333333333333,0.3333333333333333
23,2020-05-10,108.0,1,0.3333333333333333,0.3333333333333333
24,2020-02-23,50.0,1,0.56,0.56
24,2020-03-01,57.0,1,0.49122807017543857,0.49122807017543857
24,2020-03-08,64.0,1,0.4375,0.4375
24,2020-03-15,71.0,1,0.39436619718309857,0.39436619718309857
24,2020-03-22,78.0,1,0.358974358974359,0.358974358974359
24,2020-03-29,85.0,1,0.3333333333333333,0.3333333333333333
25,2020-02-02,21.0,1,1.3333333333333333,1.3333333333333333
25,2020-02-09,28.0,1,1.0,1.0
25,2020-02-16,35.0,1,0.8,0.8
25,2020-02-23,42.0,1,0.6666666666666666,0.6666666666666666
25,2020-03-01,49.0,1,0.5714285714285714,0.5714285714285714
25,2020-03-08,56.0,2,0.5,1.0
25,2020-03-15,63.0,2,0.4444444444444444,0.8888888888888888
25,2020-03-22,70.0,2,0.4,0.8
25,2020-03-29,77.0,2,0.36363636363636365,0.7272727272727273
25,2020-04-05,84.0,2,0.3333333333333333,0.6666666666666666
25,2020-04-12,91.0,2,0.3333333333333333,0.6666666666666666
25,2020-04-19,98.0,1,0.3333333333333333,0.3333333333333333
25,2020-04-26,105.0,1,0.3333333333333333,0.3333333333333333
25,2020-05-03,112.0,1,0.3333333333333333,0.3333333333333333
25,2020-05-10,119.0,1,0.3333333333333333,0.3333333333333333
26,2020-02-02,30.0,1,0.9333333333333333,0.9333333333333333
26,2020-02-09,37.0,1,0.7567567567567568,0.7567567567567568
26,2020-02-16,44.0,1,0.6363636363636364,0.6363636363636364
26,2020-02-23,51.0,1,0.5490196078431373,0.5490196078431373
26,2020-03-01,58.0,1,0.4827586206896552,0.4827586206896552
26,2020-03-08,65.0,1,0.4307692307692308,0.4307692307692308
26,2020-03-15,72.0,1,0.3888888888888889,0.3888888888888889
26,2020-03-22,79.0,2,0.35443037974683544,0.7088607594936709
26,2020-03-29,86.0,2,0.3333333333333333,0.6666666666666666
26,2020-04-05,93.0,2,0.3333333333333333,0.6666666666666666
26,2020-04-12,100.0,2,0.3333333333333333,0.6666666666666666
26,2020-04-19,107.0,1,0.3333333333333333,0.3333333333333333
26,2020-04-26,114.0,1,0.3333333333333333,0.3333333333333333
26,2020-05-03,121.0,1,0.3333333333333333,0.3333333333333333
26,2020-05-10,128.0,1,0.3333333333333333,0.3333333333333333
27,2020-02-23,48.0,1,0.5833333333333334,0.5833333333333334
27,2020-03-01,55.0,1,0.509090909090909,0.509090909090909
27,2020-03-08,62.0,1,0.45161290322580644,0.45161290322580644
27,2020-03-15,69.0,1,0.4057971014492754,0.4057971014492754
27,2020-03-22,76.0,1,0.3684210526315789,0.3684210526315789
27,2020-03-29,83.0,1,0.3373493975903614,0.3373493975903614
27,2020-04-05,90.0,1,0.3333333333333333,0.3333333333333333
27,2020-04-12,97.0,1,0.3333333333333333,0.3333333333333333
27,2020-04-19,104.0,1,0.3333333333333333,0.3333333333333333
27,2020-04-26,111.0,2,0.3333333333333333,0.6666666666666666
27,2020-05-03,118.0,2,0.3333333333333333,0.6666666666666666
27,2020-05-10,125.0,2,0.3333333333333333,0.6666666666666666
28,2020-02-16,18.0,1,1.5555555555555556,1.5555555555555556
28,2020-02-23,25.0,1,1.12,1.12
28,2020-03-01,32.0,1,0.875,0.875
28,2020-03-08,39.0,1,0.717948717948718,0.717948717948718
28,2020-03-15,46.0,2,0.6086956521739131,1.2173913043478262
28,2020-03-22,53.0,2,0.5283018867924528,1.0566037735849056
28,2020-03-29,60.0,2,0.4666666666666667,0.9333333333333333
28,2020-04-05,67.0,2,0.417910447761194,0.835820895522388
28,2020-04-12,74.0,3,0.3783783783783784,1.135135135135135
28,2020-04-19,81.0,3,0.345679012345679,1.037037037037037
28,2020-04-26,88.0,3,0.3333333333333333,1.0
28,2020-05-03,95.0,2,0.3333333333333333,0.6666666666666666
28,2020-05-10,102.0,2,0.3333333333333333,0.6666666666666666
32,2020-03-22,81.0,1,0.345679012345679,0.345679012345679
32,2020-03-29,88.0,1,0.3333333333333333,0.3333333333333333
32,2020-04-05,95.0,2,0.3333333333333333,0.6666666666666666
32,2020-04-12,102.0,2,0.3333333333333333,0.6666666666666666
32,2020-04-19,109.0,2,0.3333333333333333,0.6666666666666666
32,2020-04-26,116.0,2,0.3333333333333333,0.6666666666666666
32,2020-05-03,123.0,2,0.3333333333333333,0.6666666666666666
32,2020-05-10,130.0,2,0.3333333333333333,0.6666666666666666
35,2020-04-19,107.0,1,0.3333333333333333,0.3333333333333333
35,2020-04-26,114.0,1,0.3333333333333333,0.3333333333333333
35,2020-05-03,121.0,1,0.3333333333333333,0.3333333333333333
35,2020-05-10,128.0,1,0.3333333333333333,0.3333333333333333
36,2020-02-16,28.0,1,1.0,1.0
37,2020-03-01,58.0,1,0.4827586206896552,0.4827586206896552
37,2020-03-08,65.0,1,0.4307692307692308,0.4307692307692308
37,2020-03-15,72.0,1,0.3888888888888889,0.3888888888888889
37,2020-03-22,79.0,1,0.35443037974683544,0.35443037974683544
37,2020-03-29,86.0,1,0.3333333333333333,0.3333333333333333
37,2020-04-05,93.0,1,0.3333333333333333,0.3333333333333333
37,2020-04-12,100.0,2,0.3333333333333333,0.6666666666666666
37,2020-04-19,107.0,2,0.3333333333333333,0.6666666666666666
37,2020-04-26,114.0,3,0.3333333333333333,1.0
37,2020-05-03,121.0,3,0.3333333333333333,1.0
37,2020-05-10,128.0,3,0.3333333333333333,1.0
38,2020-02-09,15.0,1,1.8666666666666667,1.8666666666666667
38,2020-02-16,22.0,1,1.2727272727272727,1.2727272727272727
38,2020-02-23,29.0,1,0.9655172413793104,0.9655172413793104
38,2020-03-01,36.0,1,0.7777777777777778,0.7777777777777778
38,2020-03-08,43.0,1,0.6511627906976745,0.6511627906976745
38,2020-03-15,50.0,1,0.56,0.56
38,2020-03-22,57.0,1,0.49122807017543857,0.49122807017543857
38,2020-03-29,64.0,1,0.4375,0.4375
38,2020-04-05,71.0,1,0.39436619718309857,0.39436619718309857
38,2020-04-12,78.0,1,0.358974358974359,0.358974358974359
38,2020-04-19,85.0,1,0.3333333333333333,0.3333333333333333
38,2020-04-26,92.0,1,0.3333333333333333,0.3333333333333333
39,2020-02-02,32.0,1,0.875,0.875
39,2020-02-09,39.0,1,0.717948717948718,0.717948717948718
39,2020-02-16,46.0,2,0.6086956521739131,1.2173913043478262
39,2020-02-23,53.0,2,0.5283018867924528,1.0566037735849056
39,2020-03-01,60.0,2,0.4666666666666667,0.9333333333333333
39,2020-03-08,67.0,3,0.417910447761194,1.2537313432835822
39,2020-03-15,74.0,3,0.3783783783783784,1.135135135135135
39,2020-03-22,81.0,4,0.345679012345679,1.382716049382716
39,2020-03-29,88.0,3,0.3333333333333333,1.0
39,2020-04-05,95.0,3,0.3333333333333333,1.0
39,2020-04-12,102.0,3,0.3333333333333333,1.0
39,2020-04-19,109.0,3,0.3333333333333333,1.0
39,2020-04-26,116.0,3,0.3333333333333333,1.0
39,2020-05-03,123.0,3,0.3333333333333333,1.0
39,2020-05-10,130.0,2,0.3333333333333333,0.6666666666666666
40,2020-02-02,29.0,3,0.9655172413793104,2.896551724137931
40,2020-02-09,36.0,3,0.7777777777777778,2.3333333333333335
40,2020-02-16,43.0,3,0.6511627906976745,1.9534883720930234
40,2020-02-23,50.0,3,0.56,1.6800000000000002
40,2020-03-01,57.0,3,0.49122807017543857,1.4736842105263157
40,2020-03-08,64.0,3,0.4375,1.3125
40,2020-03-15,71.0,3,0.39436619718309857,1.1830985915492958
40,2020-03-22,78.0,3,0.358974358974359,1.0769230769230769
40,2020-03-29,85.0,2,0.3333333333333333,0.6666666666666666
41,2020-02-16,18.0,1,1.5555555555555556,1.5555555555555556
41,2020-02-23,25.0,1,1.12,1.12
41,2020-03-01,32.0,1,0.875,0.875
41,2020-03-08,39.0,1,0.717948717948718,0.717948717948718
41,2020-03-15,46.0,1,0.6086956521739131,0.6086956521739131
41,2020-03-22,53.0,1,0.5283018867924528,0.5283018867924528
41,2020-03-29,60.0,1,0.4666666666666667,0.4666666666666667
41,2020-04-05,67.0,1,0.417910447761194,0.417910447761194
41,2020-04-12,74.0,1,0.3783783783783784,0.3783783783783784
41,2020-04-19,81.0,1,0.345679012345679,0.345679012345679
41,2020-04-26,88.0,3,0.3333333333333333,1.0
41,2020-05-03,95.0,3,0.3333333333333333,1.0
41,2020-05-10,102.0,2,0.3333333333333333,0.6666666666666666
42,2020-03-15,52.0,1,0.5384615384615384,0.5384615384615384
42,2020-03-22,59.0,1,0.4745762711864407,0.4745762711864407
42,2020-03-29,66.0,2,0.42424242424242425,0.8484848484848485
42,2020-04-05,73.0,2,0.3835616438356164,0.7671232876712328
42,2020-04-12,80.0,2,0.35,0.7
42,2020-04-19,87.0,2,0.3333333333333333,0.6666666666666666
42,2020-04-26,94.0,2,0.3333333333333333,0.6666666666666666
42,2020-05-03,101.0,2,0.3333333333333333,0.6666666666666666
42,2020-05-10,108.0,2,0.3333333333333333,0.6666666666666666
44,2020-02-02,30.0,1,0.9333333333333333,0.9333333333333333
45,2020-03-01,57.0,1,0.49122807017543857,0.49122807017543857
45,2020-03-08,64.0,1,0.4375,0.4375
45,2020-03-15,71.0,1,0.39436619718309857,0.39436619718309857
45,2020-03-22,78.0,1,0.358974358974359,0.358974358974359
45,2020-03-29,85.0,1,0.3333333333333333,0.3333333333333333
45,2020-04-05,92.0,1,0.3333333333333333,0.3333333333333333
45,2020-04-12,99.0,1,0.3333333333333333,0.3333333333333333
45,2020-04-19,106.0,1,0.3333333333333333,0.3333333333333333
45,2020-04-26,113.0,1,0.3333333333333333,0.3333333333333333
45,2020-05-03,120.0,1,0.3333333333333333,0.3333333333333333
45,2020-05-10,127.0,1,0.3333333333333333,0.3333333333333333
47,2020-03-08,65.0,1,0.4307692307692308,0.4307692307692308
47,2020-03-15,72.0,1,0.3888888888888889,0.3888888888888889
47,2020-03-22,79.0,1,0.35443037974683544,0.35443037974683544
47,2020-03-29,86.0,1,0.3333333333333333,0.3333333333333333
47,2020-04-05,93.0,1,0.3333333333333333,0.3333333333333333
47,2020-04-12,100.0,1,0.3333333333333333,0.3333333333333333
47,2020-04-19,107.0,1,0.3333333333333333,0.3333333333333333
47,2020-04-26,114.0,2,0.3333333333333333,0.6666666666666666
47,2020-05-03,121.0,2,0.3333333333333333,0.6666666666666666
47,2020-05-10,128.0,2,0.3333333333333333,0.6666666666666666
48,2020-02-16,45.0,1,0.6222222222222222,0.6222222222222222
48,2020-02-23,52.0,1,0.5384615384615384,0.5384615384615384
48,2020-03-01,59.0,1,0.4745762711864407,0.4745762711864407
48,2020-03-08,66.0,2,0.42424242424242425,0.8484848484848485
48,2020-03-15,73.0,2,0.3835616438356164,0.7671232876712328
48,2020-03-22,80.0,2,0.35,0.7
48,2020-03-29,87.0,2,0.3333333333333333,0.6666666666666666
48,2020-04-05,94.0,2,0.3333333333333333,0.6666666666666666
48,2020-04-12,101.0,2,0.3333333333333333,0.6666666666666666
48,2020-04-19,108.0,2,0.3333333333333333,0.6666666666666666
48,2020-04-26,115.0,2,0.3333333333333333,0.6666666666666666
48,2020-05-03,122.0,2,0.3333333333333333,0.6666666666666666
48,2020-05-10,129.0,1,0.3333333333333333,0.3333333333333333
49,2020-03-01,54.0,1,0.5185185185185185,0.5185185185185185
49,2020-03-08,61.0,1,0.45901639344262296,0.45901639344262296
49,2020-03-15,68.0,1,0.4117647058823529,0.4117647058823529
49,2020-03-22,75.0,1,0.37333333333333335,0.37333333333333335
49,2020-03-29,82.0,1,0.34146341463414637,0.34146341463414637
49,2020-04-05,89.0,1,0.3333333333333333,0.3333333333333333
49,2020-04-12,96.0,1,0.3333333333333333,0.3333333333333333
49,2020-04-19,103.0,1,0.3333333333333333,0.3333333333333333
49,2020-04-26,110.0,1,0.3333333333333333,0.3333333333333333
49,2020-05-03,117.0,2,0.3333333333333333,0.6666666666666666
49,2020-05-10,124.0,2,0.3333333333333333,0.6666666666666666
51,2020-02-02,27.0,1,1.037037037037037,1.037037037037037
51,2020-02-09,34.0,2,0.8235294117647058,1.6470588235294117
51,2020-02-16,41.0,2,0.6829268292682927,1.3658536585365855
51,2020-02-23,48.0,2,0.5833333333333334,1.1666666666666667
51,2020-03-01,55.0,2,0.509090909090909,1.018181818181818
51,2020-03-08,62.0,3,0.45161290322580644,1.3548387096774193
51,2020-03-15,69.0,3,0.4057971014492754,1.2173913043478262
51,2020-03-22,76.0,3,0.3684210526315789,1.1052631578947367
51,2020-03-29,83.0,3,0.3373493975903614,1.0120481927710843
51,2020-04-05,90.0,3,0.3333333333333333,1.0
51,2020-04-12,97.0,2,0.3333333333333333,0.6666666666666666
51,2020-04-19,104.0,2,0.3333333333333333,0.6666666666666666
51,2020-04-26,111.0,2,0.3333333333333333,0.6666666666666666
51,2020-05-03,118.0,1,0.3333333333333333,0.3333333333333333
51,2020-05-10,125.0,1,0.3333333333333333,0.3333333333333333
52,2020-02-02,20.0,1,1.4,1.4
52,2020-02-09,27.0,1,1.037037037037037,1.037037037037037
52,2020-02-16,34.0,1,0.8235294117647058,0.8235294117647058
52,2020-02-23,41.0,1,0.6829268292682927,0.6829268292682927
52,2020-03-01,48.0,1,0.5833333333333334,0.5833333333333334
52,2020-03-08,55.0,1,0.509090909090909,0.509090909090909
52,2020-03-15,62.0,1,0.45161290322580644,0.45161290322580644
52,2020-03-22,69.0,1,0.4057971014492754,0.4057971014492754
52,2020-03-29,76.0,1,0.3684210526315789,0.3684210526315789
52,2020-04-05,83.0,1,0.3373493975903614,0.3373493975903614
52,2020-04-12,90.0,1,0.3333333333333333,0.3333333333333333
52,2020-04-19,97.0,1,0.3333333333333333,0.3333333333333333
54,2020-04-05,77.0,1,0.36363636363636365,0.36363636363636365
54,2020-04-12,84.0,1,0.3333333333333333,0.3333333333333333
54,2020-04-19,91.0,1,0.3333333333333333,0.3333333333333333
54,2020-04-26,98.0,1,0.3333333333333333,0.3333333333333333
54,2020-05-03,105.0,1,0.3333333333333333,0.3333333333333333
54,2020-05-10,112.0,1,0.3333333333333333,0.3333333333333333
55,2020-03-29,86.0,1,0.3333333333333333,0.3333333333333333
55,2020-04-05,93.0,1,0.3333333333333333,0.3333333333333333
55,2020-04-12,100.0,1,0.3333333333333333,0.3333333333333333
55,2020-04-19,107.0,1,0.3333333333333333,0.3333333333333333
55,2020-04-26,114.0,1,0.3333333333333333,0.3333333333333333
55,2020-05-03,121.0,1,0.3333333333333333,0.3333333333333333
55,2020-05-10,128.0,1,0.3333333333333333,0.3333333333333333
56,2020-03-08,53.0,1,0.5283018867924528,0.5283018867924528
56,2020-03-15,60.0,1,0.4666666666666667,0.4666666666666667
56,2020-03-22,67.0,1,0.417910447761194,0.417910447761194
56,2020-03-29,74.0,1,0.3783783783783784,0.3783783783783784
56,2020-04-05,81.0,1,0.345679012345679,0.345679012345679
56,2020-04-12,88.0,1,0.3333333333333333,0.3333333333333333
56,2020-04-19,95.0,1,0.3333333333333333,0.3333333333333333
56,2020-04-26,102.0,1,0.3333333333333333,0.3333333333333333
56,2020-05-03,109.0,1,0.3333333333333333,0.3333333333333333
56,2020-05-10,116.0,1,0.3333333333333333,0.3333333333333333
57,2020-04-05,95.0,1,0.3333333333333333,0.3333333333333333
57,2020-04-12,102.0,1,0.3333333333333333,0.3333333333333333
57,2020-04-19,109.0,1,0.3333333333333333,0.3333333333333333
57,2020-04-26,116.0,1,0.3333333333333333,0.3333333333333333
57,2020-05-03,123.0,1,0.3333333333333333,0.3333333333333333
57,2020-05-10,130.0,1,0.3333333333333333,0.3333333333333333
58,2020-03-15,44.0,1,0.6363636363636364,0.6363636363636364
58,2020-03-22,51.0,1,0.5490196078431373,0.5490196078431373
58,2020-03-29,58.0,1,0.4827586206896552,0.4827586206896552
60,2020-03-15,59.0,1,0.4745762711864407,0.4745762711864407
60,2020-03-22,66.0,1,0.42424242424242425,0.42424242424242425
60,2020-03-29,73.0,1,0.3835616438356164,0.3835616438356164
60,2020-04-05,80.0,1,0.35,0.35
60,2020-04-12,87.0,1,0.3333333333333333,0.3333333333333333
60,2020-04-19,94.0,1,0.3333333333333333,0.3333333333333333
60,2020-04-26,101.0,1,0.3333333333333333,0.3333333333333333
60,2020-05-03,108.0,1,0.3333333333333333,0.3333333333333333
60,2020-05-10,115.0,2,0.3333333333333333,0.6666666666666666
61,2020-04-19,83.0,2,0.3373493975903614,0.6746987951807228
61,2020-04-26,90.0,3,0.3333333333333333,1.0
61,2020-05-03,97.0,3,0.3333333333333333,1.0
61,2020-05-10,104.0,3,0.3333333333333333,1.0
63,2020-03-22,62.0,1,0.45161290322580644,0.45161290322580644
63,2020-03-29,69.0,1,0.4057971014492754,0.4057971014492754
63,2020-04-05,76.0,1,0.3684210526315789,0.3684210526315789
63,2020-04-12,83.0,1,0.3373493975903614,0.3373493975903614
63,2020-04-19,90.0,1,0.3333333333333333,0.3333333333333333
63,2020-04-26,97.0,1,0.3333333333333333,0.3333333333333333
63,2020-05-03,104.0,1,0.3333333333333333,0.3333333333333333
63,2020-05-10,111.0,1,0.3333333333333333,0.3333333333333333
64,2020-02-02,16.0,1,1.75,1.75
64,2020-02-09,23.0,2,1.2173913043478262,2.4347826086956523
64,2020-02-16,30.0,2,0.9333333333333333,1.8666666666666667
64,2020-02-23,37.0,2,0.7567567567567568,1.5135135135135136
64,2020-03-01,44.0,2,0.6363636363636364,1.2727272727272727
64,2020-03-08,51.0,2,0.5490196078431373,1.0980392156862746
64,2020-03-15,58.0,2,0.4827586206896552,0.9655172413793104
64,2020-03-22,65.0,2,0.4307692307692308,0.8615384615384616
64,2020-03-29,72.0,2,0.3888888888888889,0.7777777777777778
64,2020-04-05,79.0,2,0.35443037974683544,0.7088607594936709
64,2020-04-12,86.0,2,0.3333333333333333,0.6666666666666666
64,2020-04-19,93.0,3,0.3333333333333333,1.0
64,2020-04-26,100.0,2,0.3333333333333333,0.6666666666666666
64,2020-05-03,107.0,1,0.3333333333333333,0.3333333333333333
64,2020-05-10,114.0,1,0.3333333333333333,0.3333333333333333
65,2020-03-22,51.0,1,0.5490196078431373,0.5490196078431373
65,2020-03-29,58.0,1,0.4827586206896552,0.4827586206896552
65,2020-04-05,65.0,1,0.4307692307692308,0.4307692307692308
65,2020-04-12,72.0,2,0.3888888888888889,0.7777777777777778
65,2020-04-19,79.0,2,0.35443037974683544,0.7088607594936709
65,2020-04-26,86.0,2,0.3333333333333333,0.6666666666666666
65,2020-05-03,93.0,2,0.3333333333333333,0.6666666666666666
65,2020-05-10,100.0,2,0.3333333333333333,0.6666666666666666
66,2020-04-19,89.0,1,0.3333333333333333,0.3333333333333333
66,2020-04-26,96.0,1,0.3333333333333333,0.3333333333333333
66,2020-05-03,103.0,1,0.3333333333333333,0.3333333333333333
66,2020-05-10,110.0,2,0.3333333333333333,0.6666666666666666
67,2020-02-02,26.0,1,1.0769230769230769,1.0769230769230769
67,2020-02-09,33.0,1,0.8484848484848485,0.8484848484848485
67,2020-02-16,40.0,1,0.7,0.7
67,2020-02-23,47.0,1,0.5957446808510638,0.5957446808510638
67,2020-03-01,54.0,1,0.5185185185185185,0.5185185185185185
67,2020-03-08,61.0,1,0.45901639344262296,0.45901639344262296
67,2020-03-15,68.0,1,0.4117647058823529,0.4117647058823529
67,2020-03-22,75.0,1,0.37333333333333335,0.37333333333333335
67,2020-03-29,82.0,1,0.34146341463414637,0.34146341463414637
67,2020-04-05,89.0,1,0.3333333333333333,0.3333333333333333
67,2020-04-12,96.0,1,0.3333333333333333,0.3333333333333333
67,2020-04-19,103.0,1,0.3333333333333333,0.3333333333333333
69,2020-02-02,31.0,1,0.9032258064516129,0.9032258064516129
69,2020-02-09,38.0,1,0.7368421052631579,0.7368421052631579
69,2020-02-16,45.0,2,0.6222222222222222,1.2444444444444445
69,2020-02-23,52.0,2,0.5384615384615384,1.0769230769230769
69,2020-03-01,59.0,3,0.4745762711864407,1.423728813559322
70,2020-04-05,95.0,1,0.3333333333333333,0.3333333333333333
70,2020-04-12,102.0,1,0.3333333333333333,0.3333333333333333
70,2020-04-19,109.0,1,0.3333333333333333,0.3333333333333333
70,2020-04-26,116.0,1,0.3333333333333333,0.3333333333333333
70,2020-05-03,123.0,1,0.3333333333333333,0.3333333333333333
70,2020-05-10,130.0,1,0.3333333333333333,0.3333333333333333
71,2020-03-01,40.0,1,0.7,0.7
71,2020-03-08,47.0,1,0.5957446808510638,0.5957446808510638
