account_id,observation_date,is_churn,like_per_month,newfriend_per_month,post_per_month,adview_per_month,dislike_per_month,unfriend_per_month,message_per_month,reply_per_month,account_tenure,adview_per_post,reply_per_message,like_per_post,post_per_message,unfriend_per_newfriend,dislike_pcnt,unfriend_per_newfriend_scaled,newfriend_pcnt_chng,days_since_newfriend,unfriend_28day_avg_84day_obs,unfriend_28day_avg_84day_obs_scaled
1078,2020-03-01,False,52.0,5.0,70.0,14.0,11.0,0.0,37.0,13.0,55.0,0.2,0.35135135,0.74285716,1.8918918,0.0,0.17460318,0.0,1.5,0.0,0.0,0.0
1150,2020-03-01,False,23.0,3.0,18.0,24.0,0.0,0.0,8.0,3.0,55.0,1.3333334,0.375,1.2777778,2.25,0.0,0.0,0.0,-0.625,0.0,0.0,0.0
1152,2020-03-01,False,16.0,8.0,11.0,9.0,2.0,0.0,16.0,2.0,55.0,0.8181818,0.125,1.4545455,0.6875,0.0,0.11111111,0.0,-0.111111104,0.0,0.0,0.0
1200,2020-03-01,False,20.0,0.0,3.0,23.0,13.0,0.0,109.0,40.0,55.0,7.6666665,0.36697248,6.6666665,0.027522936,0.0,0.3939394,0.0,0.0,0.0,0.0,0.0
1230,2020-03-01,False,90.0,8.0,88.0,33.0,12.0,0.0,12.0,2.0,55.0,0.375,0.16666667,1.0227273,7.3333335,0.0,0.11764706,0.0,0.0,0.0,0.0,0.0
1309,2020-03-01,False,344.0,49.0,7.0,196.0,10.0,0.0,80.0,38.0,55.0,28.0,0.475,49.142857,0.0875,0.0,0.028248588,0.0,0.25641024,0.0,0.0,0.0
1337,2020-03-01,False,12.0,8.0,9.0,6.0,5.0,1.0,20.0,6.0,55.0,0.6666667,0.3,1.3333334,0.45,0.125,0.29411766,0.0,0.6,0.0,0.0,0.0
1354,2020-03-01,False,113.0,3.0,59.0,77.0,13.0,0.0,50.0,4.0,55.0,1.3050847,0.08,1.9152542,1.18,0.0,0.103174604,0.0,0.0,0.0,0.0,0.0
1430,2020-03-01,False,11.0,1.0,4.0,5.0,6.0,0.0,0.0,0.0,55.0,1.25,0.0,2.75,0.0,0.0,0.3529412,0.0,-0.5,0.0,0.0,0.0
1486,2020-03-01,False,35.0,3.0,7.0,3.0,22.0,1.0,4.0,3.0,55.0,0.42857143,0.75,5.0,1.75,0.33333334,0.3859649,0.0,-0.25,0.0,0.0,0.0
1511,2020-03-01,False,46.0,5.0,46.0,91.0,9.0,0.0,31.0,5.0,55.0,1.9782609,0.16129032,1.0,1.483871,0.0,0.16363636,0.0,-0.16666669,0.0,0.0,0.0
1556,2020-03-01,False,6.0,1.0,26.0,9.0,6.0,1.0,20.0,6.0,55.0,0.34615386,0.3,0.23076923,1.3,1.0,0.5,0.0,-0.5,0.0,0.0,0.0
1572,2020-03-01,False,32.0,1.0,0.0,12.0,22.0,0.0,9.0,2.0,55.0,0.0,0.22222222,0.0,0.0,0.0,0.4074074,0.0,-0.5,0.0,0.0,0.0
1576,2020-03-01,False,9.0,2.0,14.0,14.0,1.0,0.0,10.0,11.0,55.0,1.0,1.1,0.64285713,1.4,0.0,0.1,0.0,-0.3333333,0.0,0.0,0.0
1625,2020-03-01,False,6.0,4.0,16.0,11.0,13.0,0.0,95.0,34.0,55.0,0.6875,0.35789475,0.375,0.16842106,0.0,0.68421054,0.0,-0.6,0.0,0.0,0.0
1657,2020-03-01,False,34.0,8.0,20.0,5.0,13.0,0.0,6.0,3.0,55.0,0.25,0.5,1.7,3.3333333,0.0,0.27659574,0.0,0.6,0.0,0.0,0.0
1660,2020-03-01,False,13.0,12.0,51.0,34.0,6.0,0.0,157.0,63.0,55.0,0.6666667,0.40127388,0.25490198,0.32484075,0.0,0.31578946,0.0,0.5,0.0,0.0,0.0
1664,2020-03-01,False,16.0,2.0,7.0,13.0,3.0,1.0,10.0,5.0,55.0,1.8571428,0.5,2.2857144,0.7,0.5,0.15789473,0.0,-0.6,0.0,0.0,0.0
1756,2020-03-01,False,54.0,1.0,4.0,7.0,6.0,0.0,15.0,11.0,55.0,1.75,0.73333335,13.5,0.26666668,0.0,0.1,0.0,0.0,0.0,0.0,0.0
1773,2020-03-01,False,72.0,12.0,4.0,44.0,10.0,0.0,50.0,34.0,55.0,11.0,0.68,18.0,0.08,0.0,0.12195122,0.0,0.09090912,0.0,0.0,0.0
1799,2020-03-01,False,35.0,5.0,14.0,18.0,7.0,0.0,5.0,1.0,55.0,1.2857143,0.2,2.5,2.8,0.0,0.16666667,0.0,4.0,0.0,0.0,0.0
1815,2020-03-01,False,21.0,3.0,16.0,19.0,6.0,0.0,39.0,27.0,55.0,1.1875,0.6923077,1.3125,0.41025642,0.0,0.22222222,0.0,-0.25,0.0,0.0,0.0
1851,2020-03-01,False,27.0,1.0,26.0,7.0,16.0,0.0,462.0,129.0,55.0,0.26923078,0.2792208,1.0384616,0.056277055,0.0,0.37209302,0.0,-0.8333333,0.0,0.0,0.0
1914,2020-03-01,False,83.0,0.0,23.0,13.0,10.0,0.0,875.0,257.0,55.0,0.5652174,0.29371428,3.6086957,0.026285714,0.0,0.10752688,0.0,-1.0,0.0,0.0,0.0
1955,2020-03-01,False,45.0,11.0,8.0,21.0,5.0,0.0,369.0,134.0,55.0,2.625,0.36314362,5.625,0.021680217,0.0,0.1,0.0,-0.15384614,0.0,0.0,0.0
1980,2020-03-01,False,63.0,7.0,65.0,26.0,7.0,1.0,7.0,0.0,55.0,0.4,0.0,0.9692308,9.285714,0.14285715,0.1,0.0,0.39999998,0.0,0.0,0.0
1988,2020-03-01,False,104.0,4.0,8.0,20.0,1.0,1.0,5.0,1.0,55.0,2.5,0.2,13.0,1.6,0.25,0.00952381,0.0,-0.19999999,0.0,0.0,0.0
2004,2020-03-01,False,27.0,2.0,32.0,4.0,4.0,0.0,122.0,72.0,55.0,0.125,0.59016395,0.84375,0.26229507,0.0,0.12903225,0.0,1.0,0.0,0.0,0.0
2061,2020-03-01,False,10.0,7.0,6.0,11.0,11.0,0.0,19.0,9.0,55.0,1.8333334,0.47368422,1.6666666,0.31578946,0.0,0.52380955,0.0,0.0,0.0,0.0,0.0
2084,2020-03-01,False,175.0,16.0,86.0,59.0,7.0,0.0,57.0,29.0,55.0,0.68604654,0.50877196,2.0348837,1.5087719,0.0,0.03846154,0.0,-0.058823526,0.0,0.0,0.0
2128,2020-03-01,False,137.0,10.0,55.0,130.0,19.0,0.0,275.0,98.0,55.0,2.3636363,0.35636362,2.490909,0.2,0.0,0.12179487,0.0,-0.28571427,0.0,0.0,0.0
2139,2020-03-01,False,45.0,8.0,14.0,8.0,13.0,1.0,35.0,26.0,55.0,0.5714286,0.74285716,3.2142856,0.4,0.125,0.22413793,0.0,0.6,0.0,0.0,0.0
2237,2020-03-01,False,30.0,1.0,24.0,2.0,6.0,0.0,9.0,2.0,55.0,0.083333336,0.22222222,1.25,2.6666667,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0
2249,2020-03-01,False,32.0,4.0,35.0,17.0,0.0,1.0,26.0,12.0,55.0,0.4857143,0.46153846,0.9142857,1.3461539,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2250,2020-03-01,False,8.0,6.0,23.0,9.0,7.0,1.0,13.0,10.0,55.0,0.39130434,0.7692308,0.3478261,1.7692307,0.16666667,0.46666667,0.0,0.20000005,0.0,0.0,0.0
2259,2020-03-01,False,29.0,8.0,82.0,18.0,20.0,0.0,44.0,9.0,55.0,0.2195122,0.20454545,0.35365853,1.8636364,0.0,0.40816328,0.0,-0.27272725,0.0,0.0,0.0
2264,2020-03-01,False,40.0,7.0,35.0,9.0,35.0,0.0,108.0,18.0,55.0,0.25714287,0.16666667,1.1428572,0.32407406,0.0,0.46666667,0.0,0.39999998,0.0,0.0,0.0
2290,2020-03-01,False,60.0,4.0,4.0,5.0,13.0,1.0,23.0,18.0,55.0,1.25,0.7826087,15.0,0.17391305,0.25,0.1780822,0.0,1.0,0.0,0.0,0.0
2296,2020-03-01,False,8.0,5.0,0.0,4.0,10.0,0.0,15.0,2.0,55.0,0.0,0.13333334,0.0,0.0,0.0,0.5555556,0.0,0.6666666,0.0,0.0,0.0
2362,2020-03-01,False,56.0,11.0,3.0,35.0,8.0,0.0,14.0,5.0,55.0,11.666667,0.35714287,18.666666,0.21428572,0.0,0.125,0.0,-0.08333331,0.0,0.0,0.0
2368,2020-03-01,False,131.0,5.0,7.0,33.0,3.0,0.0,7.0,5.0,55.0,4.714286,0.71428573,18.714285,1.0,0.0,0.02238806,0.0,0.0,0.0,0.0,0.0
2397,2020-03-01,False,21.0,8.0,15.0,17.0,2.0,1.0,2.0,0.0,55.0,1.1333333,0.0,1.4,7.5,0.125,0.08695652,0.0,-0.3333333,0.0,0.0,0.0
2476,2020-03-01,False,8.0,0.0,4.0,10.0,0.0,0.0,105.0,43.0,55.0,2.5,0.40952381,2.0,0.03809524,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
2485,2020-03-01,False,50.0,5.0,4.0,4.0,18.0,0.0,28.0,11.0,55.0,1.0,0.39285713,12.5,0.14285715,0.0,0.2647059,0.0,0.0,0.0,0.0,0.0
2489,2020-03-01,False,5.0,0.0,1.0,6.0,1.0,0.0,153.0,24.0,55.0,6.0,0.15686275,5.0,0.006535948,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0
2514,2020-03-01,False,494.0,4.0,59.0,121.0,20.0,0.0,70.0,44.0,55.0,2.0508475,0.62857145,8.372881,0.8428571,0.0,0.038910504,0.0,-0.3333333,0.0,0.0,0.0
2525,2020-03-01,False,15.0,4.0,5.0,1.0,6.0,0.0,684.0,218.0,55.0,0.2,0.31871346,3.0,0.0073099416,0.0,0.2857143,0.0,3.0,0.0,0.0,0.0
2548,2020-03-01,False,20.0,5.0,7.0,8.0,19.0,1.0,6.0,7.0,55.0,1.1428572,1.1666666,2.857143,1.1666666,0.2,0.4871795,0.0,-0.44444442,0.0,0.0,0.0
2559,2020-03-01,False,240.0,23.0,79.0,42.0,6.0,1.0,130.0,24.0,55.0,0.5316456,0.18461539,3.0379746,0.6076923,0.04347826,0.024390243,0.0,0.14999998,0.0,0.0,0.0
2611,2020-03-01,False,15.0,5.0,21.0,5.0,41.0,0.0,7.0,2.0,55.0,0.23809524,0.2857143,0.71428573,3.0,0.0,0.73214287,0.0,1.5,0.0,0.0,0.0
2670,2020-03-01,False,152.0,4.0,19.0,23.0,24.0,0.0,71.0,36.0,55.0,1.2105263,0.5070422,8.0,0.26760563,0.0,0.13636364,0.0,-0.19999999,0.0,0.0,0.0
2700,2020-03-01,False,39.0,7.0,15.0,12.0,19.0,0.0,14.0,3.0,55.0,0.8,0.21428572,2.6,1.0714285,0.0,0.3275862,0.0,0.0,0.0,0.0,0.0
2718,2020-03-01,False,21.0,2.0,57.0,18.0,0.0,0.0,1.0,0.0,55.0,0.31578946,0.0,0.36842105,57.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2723,2020-03-01,False,4.0,0.0,11.0,1.0,4.0,0.0,17.0,10.0,55.0,0.09090909,0.5882353,0.36363637,0.64705884,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2771,2020-03-01,False,112.0,13.0,82.0,34.0,19.0,0.0,16.0,6.0,55.0,0.41463414,0.375,1.3658537,5.125,0.0,0.14503817,0.0,1.1666667,0.0,0.0,0.0
2773,2020-03-01,False,303.0,4.0,58.0,11.0,43.0,1.0,277.0,88.0,55.0,0.18965517,0.31768954,5.224138,0.20938627,0.25,0.12427746,0.0,-0.3333333,0.0,0.0,0.0
2801,2020-03-01,False,56.0,1.0,11.0,6.0,8.0,0.0,36.0,15.0,55.0,0.54545456,0.41666666,5.090909,0.30555555,0.0,0.125,0.0,-0.6666666,0.0,0.0,0.0
2803,2020-03-01,False,277.0,19.0,44.0,58.0,12.0,0.0,105.0,15.0,55.0,1.3181819,0.14285715,6.2954545,0.41904762,0.0,0.04152249,0.0,0.46153843,0.0,0.0,0.0
2855,2020-03-01,False,84.0,7.0,60.0,66.0,1.0,0.0,9.0,0.0,55.0,1.1,0.0,1.4,6.6666665,0.0,0.011764706,0.0,-0.125,0.0,0.0,0.0
2860,2020-03-01,False,283.0,9.0,128.0,166.0,2.0,1.0,19.0,13.0,55.0,1.296875,0.68421054,2.2109375,6.736842,0.11111111,0.007017544,0.0,0.28571427,0.0,0.0,0.0
2865,2020-03-01,False,24.0,4.0,9.0,17.0,14.0,0.0,8.0,6.0,55.0,1.8888888,0.75,2.6666667,1.125,0.0,0.36842105,0.0,3.0,0.0,0.0,0.0
2885,2020-03-01,False,348.0,35.0,29.0,43.0,10.0,0.0,88.0,40.0,55.0,1.4827586,0.45454547,12.0,0.32954547,0.0,0.02793296,0.0,0.12903225,0.0,0.0,0.0
2898,2020-03-01,False,65.0,4.0,16.0,5.0,34.0,1.0,15.0,2.0,55.0,0.3125,0.13333334,4.0625,1.0666667,0.25,0.34343433,0.0,-0.19999999,0.0,0.0,0.0
2919,2020-03-01,False,70.0,6.0,19.0,26.0,5.0,0.0,47.0,9.0,55.0,1.3684211,0.19148937,3.6842105,0.40425533,0.0,0.06666667,0.0,0.20000005,0.0,0.0,0.0
2924,2020-03-01,False,66.0,14.0,37.0,37.0,92.0,0.0,86.0,37.0,55.0,1.0,0.43023255,1.7837838,0.43023255,0.0,0.5822785,0.0,-0.17647058,0.0,0.0,0.0
2931,2020-03-01,False,74.0,19.0,48.0,55.0,14.0,0.0,35.0,22.0,55.0,1.1458334,0.62857145,1.5416666,1.3714286,0.0,0.1590909,0.0,0.72727275,0.0,0.0,0.0
2953,2020-03-01,False,3.0,1.0,3.0,5.0,9.0,0.0,38.0,7.0,55.0,1.6666666,0.18421052,1.0,0.078947365,0.0,0.75,0.0,0.0,0.0,0.0,0.0
2998,2020-03-01,False,145.0,46.0,40.0,163.0,15.0,1.0,1.0,0.0,55.0,4.075,0.0,3.625,40.0,0.02173913,0.09375,0.0,-0.14814812,0.0,0.0,0.0
3013,2020-03-01,False,407.0,15.0,170.0,100.0,20.0,1.0,579.0,72.0,55.0,0.5882353,0.12435233,2.3941176,0.29360968,0.06666667,0.046838406,0.0,0.15384614,0.0,0.0,0.0
3015,2020-03-01,False,96.0,0.0,6.0,50.0,20.0,1.0,8.0,2.0,55.0,8.333333,0.25,16.0,0.75,0.0,0.1724138,0.0,-1.0,0.0,0.0,0.0
3044,2020-03-01,False,181.0,11.0,75.0,142.0,2.0,0.0,204.0,92.0,55.0,1.8933333,0.4509804,2.4133334,0.36764705,0.0,0.010928961,0.0,0.100000024,0.0,0.0,0.0
3067,2020-03-01,False,28.0,2.0,12.0,6.0,0.0,1.0,5.0,4.0,55.0,0.5,0.8,2.3333333,2.4,0.5,0.0,0.0,-0.3333333,0.0,0.0,0.0
3099,2020-03-01,False,39.0,2.0,17.0,10.0,7.0,1.0,7.0,12.0,55.0,0.5882353,1.7142857,2.2941177,2.4285715,0.5,0.1521739,0.0,1.0,0.0,0.0,0.0
3103,2020-03-01,False,555.0,15.0,59.0,98.0,31.0,1.0,362.0,160.0,55.0,1.661017,0.44198895,9.406779,0.16298343,0.06666667,0.052901022,0.0,0.36363637,0.0,0.0,0.0
3105,2020-03-01,False,48.0,2.0,155.0,24.0,7.0,0.0,425.0,157.0,55.0,0.15483871,0.36941177,0.30967742,0.3647059,0.0,0.12727273,0.0,-0.3333333,0.0,0.0,0.0
3194,2020-03-01,False,280.0,20.0,46.0,19.0,49.0,0.0,377.0,112.0,55.0,0.41304347,0.29708222,6.0869565,0.122015916,0.0,0.14893617,0.0,-0.090909064,0.0,0.0,0.0
3227,2020-03-01,False,112.0,15.0,41.0,7.0,22.0,1.0,41.0,15.0,55.0,0.17073171,0.36585367,2.7317073,1.0,0.06666667,0.1641791,0.0,1.1428571,0.0,0.0,0.0
3234,2020-03-01,False,63.0,19.0,146.0,28.0,68.0,0.0,112.0,14.0,55.0,0.19178082,0.125,0.43150684,1.3035715,0.0,0.519084,0.0,0.5833334,0.0,0.0,0.0
3248,2020-03-01,False,113.0,1.0,38.0,47.0,5.0,0.0,194.0,63.0,55.0,1.2368422,0.32474226,2.9736843,0.19587629,0.0,0.042372882,0.0,0.0,0.0,0.0,0.0
3284,2020-03-01,False,238.0,2.0,12.0,10.0,18.0,1.0,27.0,9.0,55.0,0.8333333,0.33333334,19.833334,0.44444445,0.5,0.0703125,0.0,-0.5,0.0,0.0,0.0
3359,2020-03-01,False,258.0,7.0,11.0,22.0,9.0,0.0,14.0,20.0,55.0,2.0,1.4285715,23.454546,0.78571427,0.0,0.033707865,0.0,-0.22222221,0.0,0.0,0.0
3383,2020-03-01,False,249.0,6.0,117.0,191.0,46.0,1.0,57.0,30.0,55.0,1.6324786,0.5263158,2.128205,2.0526316,0.16666667,0.1559322,0.0,-0.53846157,0.0,0.0,0.0
3387,2020-03-01,False,416.0,24.0,109.0,167.0,10.0,1.0,43.0,10.0,55.0,1.5321101,0.23255815,3.8165138,2.5348837,0.041666668,0.02347418,0.0,0.71428573,0.0,0.0,0.0
3415,2020-03-01,False,28.0,2.0,19.0,87.0,17.0,0.0,23.0,18.0,55.0,4.5789475,0.7826087,1.4736842,0.82608694,0.0,0.37777779,0.0,-0.6666666,0.0,0.0,0.0
3481,2020-03-01,False,13.0,1.0,24.0,34.0,10.0,0.0,7.0,7.0,55.0,1.4166666,1.0,0.5416667,3.4285715,0.0,0.4347826,0.0,-0.5,0.0,0.0,0.0
3507,2020-03-01,False,42.0,4.0,57.0,107.0,49.0,0.0,34.0,20.0,55.0,1.877193,0.5882353,0.7368421,1.6764706,0.0,0.53846157,0.0,-0.19999999,0.0,0.0,0.0
3540,2020-03-01,False,45.0,1.0,40.0,36.0,9.0,0.0,29.0,7.0,55.0,0.9,0.2413793,1.125,1.3793104,0.0,0.16666667,0.0,-0.875,0.0,0.0,0.0
3551,2020-03-01,False,96.0,6.0,15.0,12.0,13.0,1.0,24.0,4.0,55.0,0.8,0.16666667,6.4,0.625,0.16666667,0.119266056,0.0,-0.45454544,0.0,0.0,0.0
3602,2020-03-01,False,14.0,1.0,15.0,1.0,3.0,0.0,3.0,1.0,55.0,0.06666667,0.33333334,0.93333334,5.0,0.0,0.1764706,0.0,0.0,0.0,0.0,0.0
3628,2020-03-01,False,201.0,3.0,149.0,135.0,6.0,1.0,509.0,119.0,55.0,0.90604025,0.23379175,1.3489933,0.29273084,0.33333334,0.028985508,0.0,-0.25,0.0,0.0,0.0
3643,2020-03-01,False,153.0,27.0,33.0,131.0,16.0,0.0,80.0,38.0,55.0,3.969697,0.475,4.6363635,0.4125,0.0,0.09467456,0.0,0.173913,0.0,0.0,0.0
3683,2020-03-01,False,5.0,3.0,10.0,5.0,8.0,0.0,3.0,2.0,55.0,0.5,0.6666667,0.5,3.3333333,0.0,0.61538464,0.0,-0.25,0.0,0.0,0.0
3691,2020-03-01,False,21.0,1.0,7.0,2.0,6.0,0.0,34.0,5.0,55.0,0.2857143,0.14705883,3.0,0.20588236,0.0,0.22222222,0.0,-0.6666666,0.0,0.0,0.0
3710,2020-03-01,False,54.0,12.0,51.0,83.0,8.0,0.0,45.0,14.0,55.0,1.627451,0.31111112,1.0588236,1.1333333,0.0,0.12903225,0.0,0.33333337,0.0,0.0,0.0
3805,2020-03-01,False,43.0,3.0,8.0,21.0,21.0,0.0,7.0,3.0,55.0,2.625,0.42857143,5.375,1.1428572,0.0,0.328125,0.0,-0.57142854,0.0,0.0,0.0
3807,2020-03-01,False,75.0,3.0,9.0,10.0,12.0,0.0,22.0,17.0,55.0,1.1111112,0.77272725,8.333333,0.4090909,0.0,0.13793103,0.0,0.5,0.0,0.0,0.0
3847,2020-03-01,False,155.0,11.0,21.0,34.0,6.0,0.0,29.0,15.0,55.0,1.6190476,0.51724136,7.3809524,0.7241379,0.0,0.03726708,0.0,0.0,0.0,0.0,0.0
3855,2020-03-01,False,22.0,3.0,5.0,2.0,0.0,0.0,165.0,26.0,55.0,0.4,0.15757576,4.4,0.030303031,0.0,0.0,0.0,-0.25,0.0,0.0,0.0
3885,2020-03-01,False,44.0,17.0,46.0,54.0,10.0,0.0,10.0,2.0,55.0,1.173913,0.2,0.95652175,4.6,0.0,0.18518518,0.0,0.3076923,0.0,0.0,0.0
3900,2020-03-01,False,42.0,2.0,21.0,38.0,0.0,0.0,0.0,0.0,55.0,1.8095238,0.0,2.0,0.0,0.0,0.0,0.0,-0.6666666,0.0,0.0,0.0
3937,2020-03-01,False,10.0,1.0,4.0,3.0,13.0,0.0,17.0,5.0,55.0,0.75,0.29411766,2.5,0.23529412,0.0,0.5652174,0.0,0.0,0.0,0.0,0.0
3943,2020-03-01,False,16.0,9.0,72.0,26.0,4.0,0.0,63.0,32.0,55.0,0.3611111,0.50793654,0.22222222,1.1428572,0.0,0.2,0.0,0.125,0.0,0.0,0.0
3948,2020-03-01,False,102.0,3.0,22.0,30.0,18.0,0.0,22.0,6.0,55.0,1.3636364,0.27272728,4.6363635,1.0,0.0,0.15,0.0,-0.625,0.0,0.0,0.0
3952,2020-03-01,False,70.0,7.0,20.0,142.0,5.0,0.0,22.0,7.0,55.0,7.1,0.3181818,3.5,0.90909094,0.0,0.06666667,0.0,6.0,0.0,0.0,0.0
3984,2020-03-01,False,0.0,5.0,8.0,16.0,3.0,1.0,6.0,3.0,55.0,2.0,0.5,0.0,1.3333334,0.2,1.0,0.0,0.6666666,0.0,0.0,0.0
4034,2020-03-01,False,127.0,3.0,32.0,31.0,51.0,0.0,56.0,23.0,55.0,0.96875,0.4107143,3.96875,0.5714286,0.0,0.28651685,0.0,-0.25,0.0,0.0,0.0
